feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,feedback_length,satisfaction_category,cleaning_status
fdbk100624,cust107241,2024-07-31,Only where raise my skill discuss argue answer PM.,4,Fraud,True,50,High,Cleaned and Validated
fdbk100625,cust105875,2023-06-22,Live either control phone work TV.,4,Transaction,False,34,High,Cleaned and Validated
fdbk100626,cust103902,2024-10-23,Yard available either best contain skill very whole.,2,App_Usability,True,52,Low,Cleaned and Validated
fdbk100627,cust104098,2024-10-12,Spend fine manager thing chair memory peace bring offer decide.,5,App_Usability,True,63,High,Cleaned and Validated
fdbk100628,cust100549,2025-07-04,Perhaps chair around eat project power pull indeed possible assume.,5,Fraud,True,67,High,Cleaned and Validated
fdbk100629,cust106865,2022-03-30,Any world sister network believe avoid these author apply.,2,Transaction,True,58,Low,Cleaned and Validated
fdbk100630,cust106169,2025-07-10,Series rather fill less color network together.,5,Other,False,47,High,Cleaned and Validated
fdbk100631,cust106788,2025-01-18,Nation push against game forget easy popular suggest others across determine.,4,Other,True,77,High,Cleaned and Validated
fdbk100632,cust108135,2024-02-19,Conference science either hear result government.,3,Transaction,True,49,Medium,Cleaned and Validated
fdbk100633,cust105966,2023-02-25,Daughter popular billion tree culture human two more.,5,Transaction,True,53,High,Cleaned and Validated
fdbk100634,cust102864,2023-06-25,Some indeed time this hit walk write worry.,2,Other,True,43,Low,Cleaned and Validated
fdbk100635,cust106605,2025-07-27,Before because station media fight necessary quality card.,3,Fraud,False,58,Medium,Cleaned and Validated
fdbk100636,cust107430,2021-10-21,Action parent movement bank its statement toward fire bad dream.,5,App_Usability,True,64,High,Cleaned and Validated
fdbk100637,cust100774,2024-11-20,Control test sure determine election scientist.,4,App_Usability,True,47,High,Cleaned and Validated
fdbk100638,cust109075,2023-01-03,Base much discussion garden.,4,Transaction,True,28,High,Cleaned and Validated
fdbk100639,cust104433,2024-08-28,Different establish everybody case consider listen.,1,Transaction,True,51,Low,Cleaned and Validated
fdbk100640,cust106743,2025-02-06,Process blood before follow.,2,App_Usability,True,28,Low,Cleaned and Validated
fdbk100641,cust101961,2025-06-13,Small certain real nor out involve street.,3,Other,True,42,Medium,Cleaned and Validated
fdbk100642,cust101433,2023-02-10,Language remain your magazine morning official theory.,5,Fraud,True,54,High,Cleaned and Validated
fdbk100643,cust107778,2025-06-28,Method but painting situation politics effort shoulder ok.,3,App_Usability,True,58,Medium,Cleaned and Validated
fdbk100644,cust106830,2024-06-20,Themselves current child act model generation hundred wish.,5,Other,True,59,High,Cleaned and Validated
fdbk100645,cust101769,2024-06-07,Part until value six remember machine program senior garden always.,5,Transaction,False,67,High,Cleaned and Validated
fdbk100646,cust109284,2025-08-05,Serve often without past model firm.,4,Other,True,36,High,Cleaned and Validated
fdbk100647,cust105617,2023-08-18,Great great back foot why follow participant last approach everything significant.,4,Fraud,True,82,High,Cleaned and Validated
fdbk100648,cust107360,2022-09-06,Suddenly single much off share program ever.,4,Transaction,True,44,High,Cleaned and Validated
fdbk100649,cust102535,2024-03-15,Cultural up hope party newspaper coach.,5,Transaction,True,39,High,Cleaned and Validated
fdbk100650,cust109654,2024-09-10,Never sister quite medical southern later stock career.,4,Transaction,True,55,High,Cleaned and Validated
fdbk100651,cust104198,2023-07-26,Price marriage dream well thus lawyer effect.,5,Transaction,False,45,High,Cleaned and Validated
fdbk100652,cust105666,2024-06-30,Tell politics let seat without network others leader continue.,3,Other,True,62,Medium,Cleaned and Validated
fdbk100653,cust103344,2025-06-13,Red its kitchen agent could you meet.,4,Other,True,37,High,Cleaned and Validated
fdbk100654,cust106112,2025-05-21,Television understand somebody wind consider beyond town.,4,Fraud,False,57,High,Cleaned and Validated
fdbk100655,cust108184,2023-05-22,Box teach clear more run yard most site collection let.,2,Transaction,False,55,Low,Cleaned and Validated
fdbk100656,cust106121,2024-11-08,Why television week will much order table to evidence fund speech.,5,App_Usability,True,66,High,Cleaned and Validated
fdbk100657,cust106314,2025-05-03,Very market summer physical rather.,5,Transaction,True,35,High,Cleaned and Validated
fdbk100658,cust105023,2025-07-10,Camera certainly perhaps trip room local word test business front.,4,Transaction,True,66,High,Cleaned and Validated
fdbk100659,cust101559,2025-07-16,Matter develop hope money may pass fine again per particular.,3,App_Usability,True,61,Medium,Cleaned and Validated
fdbk100660,cust109819,2024-07-28,Set easy direction finish property night teach rather.,1,Fraud,True,54,Low,Cleaned and Validated
fdbk100661,cust101802,2023-08-08,Letter though player sell old someone energy record.,4,Transaction,True,52,High,Cleaned and Validated
fdbk100662,cust100877,2024-06-25,Sound allow board factor whatever join about responsibility.,2,Transaction,True,60,Low,Cleaned and Validated
fdbk100663,cust106151,2024-12-20,Throw charge chance doctor outside ready worker job debate discuss.,2,Transaction,True,67,Low,Cleaned and Validated
fdbk100664,cust108508,2025-06-22,Seek forward allow government south must wonder throughout to.,1,Other,True,62,Low,Cleaned and Validated
fdbk100665,cust103561,2023-12-28,Analysis call account new growth type ahead step fly decade.,5,Other,True,60,High,Cleaned and Validated
fdbk100666,cust107752,2023-10-30,Peace consumer laugh model service.,2,App_Usability,True,35,Low,Cleaned and Validated
fdbk100667,cust100918,2023-10-08,Knowledge out his make lay.,5,Other,True,27,High,Cleaned and Validated
fdbk100668,cust104282,2023-06-10,Good provide perform reduce could.,5,Fraud,False,34,High,Cleaned and Validated
fdbk100669,cust107350,2023-02-19,Three near give fear hand owner environmental.,4,Transaction,True,46,High,Cleaned and Validated
fdbk100670,cust107430,2022-01-26,Season factor meet maintain second tell debate professor.,5,Transaction,True,57,High,Cleaned and Validated
fdbk100671,cust106213,2025-01-11,Year toward bit smile again activity.,1,Transaction,True,37,Low,Cleaned and Validated
fdbk100672,cust101912,2025-02-21,Assume operation pull whatever less lot begin environment industry.,5,App_Usability,True,67,High,Cleaned and Validated
fdbk100673,cust108810,2025-02-27,Material hold stage ready break.,5,Transaction,True,32,High,Cleaned and Validated
fdbk100674,cust101570,2024-06-08,General pick wrong may concern life five home sort hotel.,2,Transaction,True,57,Low,Cleaned and Validated
fdbk100675,cust106150,2023-12-25,Industry where lot anyone need.,4,Transaction,True,31,High,Cleaned and Validated
fdbk100676,cust109298,2025-06-03,Within very prove head cold look.,4,Transaction,True,33,High,Cleaned and Validated
fdbk100677,cust104769,2025-02-28,Actually contain what offer analysis ground seem.,5,Transaction,True,49,High,Cleaned and Validated
fdbk100678,cust101499,2024-07-20,Election road lot what explain run bill time.,4,Fraud,True,45,High,Cleaned and Validated
fdbk100679,cust105991,2025-03-05,Heart bit must set green.,5,Transaction,True,25,High,Cleaned and Validated
fdbk100680,cust109593,2024-11-25,Development professor church more agreement because real long part several.,5,Fraud,True,75,High,Cleaned and Validated
fdbk100681,cust108114,2025-06-30,Design region young former arrive consumer change indicate one.,5,Transaction,True,63,High,Cleaned and Validated
fdbk100682,cust107226,2025-05-09,Adult letter democratic reason current on citizen training imagine series.,5,Transaction,True,74,High,Cleaned and Validated
fdbk100683,cust108361,2022-09-24,Worry realize first someone kid take enter star.,5,Transaction,True,48,High,Cleaned and Validated
fdbk100684,cust103420,2024-12-12,Thought call list into onto.,4,Fraud,True,28,High,Cleaned and Validated
fdbk100685,cust109205,2025-08-05,Message office explain gun end catch little.,1,Transaction,True,44,Low,Cleaned and Validated
fdbk100686,cust106040,2024-06-14,Lose street exactly dinner pass during.,5,Transaction,True,39,High,Cleaned and Validated
fdbk100687,cust103347,2023-12-02,Poor school win majority responsibility deep little effort.,4,Other,True,59,High,Cleaned and Validated
fdbk100688,cust109254,2025-04-16,Rise blue join prepare teacher walk idea performance outside.,3,Transaction,False,61,Medium,Cleaned and Validated
fdbk100689,cust103006,2025-07-26,Wait new maybe six cover resource.,4,Transaction,False,34,High,Cleaned and Validated
fdbk100690,cust108858,2024-05-23,Name military protect different place most we guy thing apply.,2,Transaction,True,62,Low,Cleaned and Validated
fdbk100691,cust102742,2024-06-11,Adult interest parent however value idea for manage.,5,Fraud,True,52,High,Cleaned and Validated
fdbk100692,cust101946,2025-06-13,Answer page television what usually almost world down believe require.,4,Transaction,True,70,High,Cleaned and Validated
fdbk100693,cust107081,2023-07-17,If them risk garden even level employee understand reveal.,2,Transaction,True,58,Low,Cleaned and Validated
fdbk100694,cust106308,2022-11-03,First human design beyond car charge whose.,1,Transaction,True,43,Low,Cleaned and Validated
fdbk100695,cust103554,2025-07-26,Type order relationship major prove partner money evidence often.,5,Transaction,True,65,High,Cleaned and Validated
fdbk100696,cust108609,2025-02-14,Story which too impact eat remain able.,2,Fraud,True,39,Low,Cleaned and Validated
fdbk100697,cust106810,2023-03-04,Field Democrat assume maintain say region letter yard.,3,Other,True,54,Medium,Cleaned and Validated
fdbk100698,cust100165,2023-03-25,Gun send color stop behavior serious treat.,5,App_Usability,False,43,High,Cleaned and Validated
fdbk100699,cust100114,2022-07-27,Mean tax policy four administration last statement almost own.,5,App_Usability,True,62,High,Cleaned and Validated
fdbk100700,cust100877,2023-09-08,Major last natural enter away plan population white.,2,Other,True,52,Low,Cleaned and Validated
fdbk100701,cust104662,2023-12-16,Week push new whose state available bag study.,4,App_Usability,True,46,High,Cleaned and Validated
fdbk100702,cust107599,2024-01-23,Individual summer show good leave wonder door threat second.,4,Transaction,True,60,High,Cleaned and Validated
fdbk100703,cust100173,2022-10-17,Artist up effort professor care which little second agreement.,4,Transaction,True,62,High,Cleaned and Validated
fdbk100704,cust103062,2022-11-16,Generation probably firm fill stock money blood.,5,Other,True,48,High,Cleaned and Validated
fdbk100705,cust108941,2025-03-29,Significant money plan response interest interest call.,5,Transaction,True,55,High,Cleaned and Validated
fdbk100706,cust102304,2023-03-29,New bill yet air consumer far protect author fire sense.,5,Other,True,56,High,Cleaned and Validated
fdbk100707,cust102708,2023-07-24,Process keep become message deal push action role main dream.,4,Other,True,61,High,Cleaned and Validated
fdbk100708,cust101783,2024-07-01,Head eight about various another season occur as chair business.,5,App_Usability,True,64,High,Cleaned and Validated
fdbk100709,cust103964,2022-01-02,Have teach dinner campaign place would sport.,4,Transaction,True,45,High,Cleaned and Validated
fdbk100710,cust105205,2020-11-06,Indeed series thus peace his gas price.,3,App_Usability,True,39,Medium,Cleaned and Validated
fdbk100711,cust101091,2023-04-20,Lay alone both purpose child less there card.,5,App_Usability,False,45,High,Cleaned and Validated
fdbk100712,cust106455,2025-08-01,Small fight power right begin.,5,Other,True,30,High,Cleaned and Validated
fdbk100713,cust101589,2023-09-03,Various audience value people sometimes material.,2,Transaction,True,49,Low,Cleaned and Validated
fdbk100714,cust102961,2025-07-20,With investment clearly suddenly which.,3,Other,True,39,Medium,Cleaned and Validated
fdbk100715,cust105506,2025-06-19,Hospital factor election discover set able add local.,3,App_Usability,True,53,Medium,Cleaned and Validated
fdbk100716,cust103584,2023-01-17,Consumer general agreement next difference me operation week between show wall.,3,Other,True,79,Medium,Cleaned and Validated
fdbk100717,cust109008,2024-10-11,Hear along paper certainly claim score.,4,Transaction,True,39,High,Cleaned and Validated
fdbk100718,cust108458,2025-04-26,Detail focus day majority sing plant experience contain.,5,Other,True,56,High,Cleaned and Validated
fdbk100719,cust101381,2025-08-05,Stage when time year catch bed western couple rise fish.,1,Transaction,True,56,Low,Cleaned and Validated
fdbk100720,cust105927,2024-08-14,Election throw sure responsibility someone hand.,3,App_Usability,True,48,Medium,Cleaned and Validated
fdbk100721,cust107331,2024-10-19,Grow billion large be growth per stock challenge.,2,Transaction,False,49,Low,Cleaned and Validated
fdbk100722,cust100823,2025-07-30,Property could side take huge impact yard.,3,Transaction,False,42,Medium,Cleaned and Validated
fdbk100723,cust104995,2022-04-16,Point in computer lot that one form.,5,App_Usability,True,36,High,Cleaned and Validated
fdbk100724,cust107808,2025-01-15,Involve must together apply end shake.,4,Fraud,True,38,High,Cleaned and Validated
fdbk100725,cust106409,2023-07-19,Already cup cause laugh she help.,2,Transaction,False,33,Low,Cleaned and Validated
